Applicant ID,Applicant Name,Job Position,Experience (Years),Skills,Education Level,Application Status,Location,Expected Salary,Resume Score
7330,Applicant_7330,Data Analyst,0,"Project Management, JavaScript, Deep Learning",PhD,Not Shortlisted,Chicago,83499,85
8010,Applicant_8010,UX Designer,9,"CSS, SQL, Python, React, Docker",PhD,Interview,Austin,129230,53
2182,Applicant_2182,Product Manager,2,"CSS, Angular, Power BI, React, Machine Learning",Associate's,Under Review,Boston,144362,69
2321,Applicant_2321,Product Manager,4,"SQL, Project Management, Python, Power BI",Associate's,Interview,San Francisco,83303,72
3568,Applicant_3568,Data Scientist,7,"Power BI, Python, SQL, Tableau, Java, Excel",PhD,Rejected,Seattle,141306,82
3948,Applicant_3948,HR Manager,1,"Docker, Data Science, Tableau, Python, AWS",Bachelor's,Rejected,San Francisco,142761,77
2934,Applicant_2934,Data Analyst,10,"Communication, Docker, Git, Data Science, Angular, React",Master's,Rejected,Boston,77651,77
1872,Applicant_1872,Web Developer,10,"Tableau, Data Science, Git, Docker, Communication",Master's,Interview,Chicago,148804,72
1999,Applicant_1999,Product Manager,5,"Angular, Deep Learning, Data Science, Cloud Computing, React, Excel",Master's,Interview,San Francisco,102684,69
7141,Applicant_7141,Data Scientist,0,"CSS, C++, Agile",Bachelor's,Offer Made,Boston,88943,98
9442,Applicant_9442,Software Developer,4,"CSS, Tableau, AWS, Python",Bachelor's,Under Review,San Francisco,133687,63
8338,Applicant_8338,UX Designer,6,"C++, Machine Learning, Deep Learning, Cloud Computing, Docker, AWS, Tableau",Bachelor's,Offer Made,New York,112055,75
4155,Applicant_4155,Software Developer,10,"Angular, Power BI, C++, Python",Associate's,Under Review,Seattle,133825,69
2904,Applicant_2904,HR Manager,3,"Python, Docker, C++",PhD,Under Review,Dallas,125251,76
7221,Applicant_7221,Data Scientist,10,"AWS, Excel, Project Management, React",Associate's,Rejected,Dallas,125595,96
2831,Applicant_2831,Data Analyst,3,"Docker, AWS, JavaScript, Git, C++, Python",PhD,Under Review,Seattle,56004,85
4444,Applicant_4444,Data Analyst,4,"Git, JavaScript, Agile, SQL, Data Science, Tableau",Associate's,Under Review,Dallas,51883,78
1062,Applicant_1062,Data Analyst,0,"Deep Learning, React, Cloud Computing, Project Management, CSS, Data Science",Associate's,Offer Made,Los Angeles,86391,92
5097,Applicant_5097,HR Manager,8,"Project Management, Angular, Communication, React, Docker",PhD,Not Shortlisted,San Francisco,131980,83
7428,Applicant_7428,UX Designer,9,"AWS, HTML, Git, Cloud Computing, CSS, C++, Deep Learning",Bachelor's,Under Review,Chicago,104046,100
4587,Applicant_4587,Product Manager,0,"Excel, Git, AWS, Power BI, Python",Bachelor's,Interview,Los Angeles,64523,85
7288,Applicant_7288,Web Developer,5,"Excel, Agile, Java, HTML, Tableau",Associate's,Interview,Austin,93056,52
9889,Applicant_9889,UX Designer,1,"Power BI, Project Management, Git",Master's,Under Review,Dallas,141288,97
2607,Applicant_2607,Data Scientist,5,"Deep Learning, Java, Data Science, Communication, CSS, Tableau, React",Master's,Under Review,San Francisco,134321,86
3175,Applicant_3175,Software Developer,8,"HTML, JavaScript, Java, AWS, Machine Learning, Communication, Data Science",Master's,Offer Made,Dallas,128413,61
7260,Applicant_7260,Software Developer,3,"Communication, Tableau, Project Management, Git",Bachelor's,Rejected,Chicago,122560,76
7744,Applicant_7744,Software Developer,2,"Git, SQL, JavaScript, Power BI, Angular",Bachelor's,Offer Made,New York,130389,91
3644,Applicant_3644,Web Developer,7,"Data Science, Deep Learning, Angular",Associate's,Interview,Chicago,114742,82
8982,Applicant_8982,Software Developer,2,"Power BI, Cloud Computing, CSS, Excel, Angular, React, Agile",PhD,Under Review,Chicago,86897,85
3108,Applicant_3108,HR Manager,6,"Communication, Power BI, Tableau",PhD,Not Shortlisted,Dallas,137929,82
3048,Applicant_3048,Web Developer,5,"Project Management, Python, C++, Machine Learning, Deep Learning, HTML, Docker",Master's,Interview,Dallas,109332,98
7054,Applicant_7054,UX Designer,8,"CSS, Git, Agile, Deep Learning, AWS, Data Science",Associate's,Offer Made,Dallas,68420,61
1113,Applicant_1113,Data Analyst,8,"React, Power BI, Cloud Computing, Project Management",Master's,Under Review,San Francisco,111996,100
6681,Applicant_6681,Software Developer,7,"CSS, Project Management, AWS, Java, Power BI, Communication",Bachelor's,Not Shortlisted,Boston,127838,66
1739,Applicant_1739,Web Developer,5,"SQL, AWS, Data Science, JavaScript, Tableau",Associate's,Offer Made,Seattle,127120,91
2086,Applicant_2086,UX Designer,7,"Java, Power BI, Docker, Project Management, Angular, Git",Bachelor's,Under Review,San Francisco,67256,62
2860,Applicant_2860,Data Scientist,3,"Python, Java, AWS, Excel, Git, HTML, Data Science",Master's,Offer Made,New York,50788,65
5152,Applicant_5152,Software Developer,5,"HTML, CSS, JavaScript, SQL, Communication",Bachelor's,Offer Made,Dallas,50560,93
4057,Applicant_4057,Software Developer,5,"Cloud Computing, Excel, JavaScript, C++",Associate's,Offer Made,Dallas,148040,95
6506,Applicant_6506,Web Developer,6,"Java, AWS, Deep Learning, Communication, CSS",Master's,Interview,Dallas,64250,97
8379,Applicant_8379,UX Designer,7,"C++, Cloud Computing, Communication, Excel, SQL, AWS, Project Management",Associate's,Not Shortlisted,Austin,148496,66
3894,Applicant_3894,Product Manager,8,"JavaScript, C++, Git, Power BI, Communication",Associate's,Rejected,Dallas,110662,63
4889,Applicant_4889,Software Developer,9,"Java, Deep Learning, Git, React",PhD,Under Review,Austin,139786,80
2854,Applicant_2854,Data Analyst,10,"Communication, SQL, Excel, Machine Learning, Tableau, CSS, Python",Master's,Offer Made,Boston,142674,72
3418,Applicant_3418,UX Designer,2,"HTML, AWS, Project Management, Power BI",Master's,Under Review,New York,131873,93
7788,Applicant_7788,Product Manager,8,"Communication, Angular, Python, Excel, Data Science",Bachelor's,Rejected,San Francisco,146784,76
4873,Applicant_4873,Data Scientist,9,"Deep Learning, Angular, Power BI",Associate's,Under Review,New York,74484,50
9335,Applicant_9335,Software Developer,6,"Project Management, Deep Learning, C++",Associate's,Not Shortlisted,Seattle,64111,51
6580,Applicant_6580,Data Scientist,4,"Docker, HTML, Deep Learning, Excel, Java",Associate's,Not Shortlisted,Los Angeles,77181,78
2219,Applicant_2219,Web Developer,9,"Machine Learning, JavaScript, Project Management",Master's,Offer Made,New York,58117,62
2464,Applicant_2464,Software Developer,1,"Excel, Cloud Computing, Agile",Associate's,Rejected,Chicago,101049,87
3997,Applicant_3997,Data Analyst,1,"Java, AWS, Data Science, Agile, Cloud Computing",Bachelor's,Rejected,Seattle,118756,70
4768,Applicant_4768,Product Manager,6,"AWS, C++, Tableau, HTML, Python, JavaScript",Bachelor's,Offer Made,Chicago,124944,63
4234,Applicant_4234,Web Developer,9,"Angular, Machine Learning, Git, JavaScript, Excel",Master's,Interview,Los Angeles,133098,95
1758,Applicant_1758,HR Manager,6,"Project Management, AWS, Excel, Docker, Deep Learning",Associate's,Offer Made,Boston,89707,74
7244,Applicant_7244,Software Developer,3,"Deep Learning, HTML, Communication, Docker, Project Management, Excel",Master's,Rejected,Seattle,135821,96
1098,Applicant_1098,Software Developer,5,"Project Management, CSS, Machine Learning, Python, Docker, Cloud Computing, React",Associate's,Under Review,Chicago,97577,75
1757,Applicant_1757,Data Analyst,4,"Agile, Tableau, SQL",Associate's,Under Review,Austin,142864,64
8194,Applicant_8194,Software Developer,2,"Tableau, Power BI, Excel, Docker",Bachelor's,Under Review,San Francisco,96840,91
8650,Applicant_8650,Software Developer,0,"CSS, Project Management, Git, Angular, Tableau, Machine Learning, Java",Associate's,Not Shortlisted,Chicago,64893,84
7178,Applicant_7178,Web Developer,3,"CSS, Docker, Excel",Master's,Under Review,San Francisco,79685,61
9865,Applicant_9865,Data Analyst,9,"Communication, Cloud Computing, CSS, Power BI, Data Science, HTML",PhD,Not Shortlisted,Seattle,148406,85
2838,Applicant_2838,HR Manager,10,"Cloud Computing, Power BI, JavaScript",Associate's,Offer Made,Boston,55605,70
7940,Applicant_7940,Product Manager,4,"Power BI, Communication, Docker, Tableau",Bachelor's,Rejected,Chicago,106066,58
3931,Applicant_3931,Web Developer,10,"Git, CSS, Angular, AWS",Bachelor's,Not Shortlisted,Chicago,127191,71
2788,Applicant_2788,Data Scientist,1,"SQL, Docker, React",Master's,Under Review,Seattle,55914,99
2737,Applicant_2737,Data Scientist,5,"Angular, Machine Learning, Data Science",Bachelor's,Under Review,New York,104011,53
5499,Applicant_5499,Data Analyst,5,"HTML, Tableau, Git, Java",Master's,Interview,Boston,131069,52
5709,Applicant_5709,Data Analyst,1,"Deep Learning, Angular, AWS, Machine Learning, HTML",Master's,Not Shortlisted,Boston,146069,64
8232,Applicant_8232,Data Scientist,10,"Power BI, Project Management, HTML, SQL, Angular",PhD,Offer Made,Dallas,84715,70
7184,Applicant_7184,HR Manager,3,"HTML, Power BI, JavaScript, CSS, Python, Data Science",Associate's,Rejected,Dallas,97197,79
1499,Applicant_1499,UX Designer,0,"Machine Learning, AWS, React, Excel, Project Management, Git, Tableau",Master's,Offer Made,San Francisco,145911,92
4190,Applicant_4190,Software Developer,3,"CSS, Java, Docker, Project Management, JavaScript, Cloud Computing, Python",Bachelor's,Interview,New York,87229,87
1435,Applicant_1435,HR Manager,6,"Project Management, Communication, C++, Machine Learning, Tableau, Agile",Master's,Interview,New York,103566,78
3343,Applicant_3343,Product Manager,3,"C++, Angular, SQL, React",Associate's,Not Shortlisted,Boston,118574,68
5310,Applicant_5310,UX Designer,9,"HTML, React, Docker",Master's,Not Shortlisted,Dallas,65527,81
5832,Applicant_5832,Data Scientist,0,"Power BI, CSS, HTML, Tableau, Python, SQL",Master's,Under Review,New York,69361,84
8308,Applicant_8308,HR Manager,0,"SQL, Deep Learning, Excel, Git, Tableau, Communication",PhD,Under Review,Los Angeles,140632,65
6419,Applicant_6419,Software Developer,1,"Project Management, Cloud Computing, Data Science, Deep Learning, Agile",Bachelor's,Under Review,Boston,139192,52
7613,Applicant_7613,UX Designer,10,"Cloud Computing, AWS, Data Science, Docker",Master's,Rejected,Chicago,125304,55
6609,Applicant_6609,Software Developer,0,"Project Management, HTML, Data Science",PhD,Under Review,San Francisco,120845,63
2270,Applicant_2270,Product Manager,7,"AWS, Excel, C++, Java, Machine Learning",PhD,Not Shortlisted,New York,79668,70
6621,Applicant_6621,Data Scientist,5,"Communication, AWS, Cloud Computing, Deep Learning, HTML, Excel",PhD,Not Shortlisted,Chicago,148761,98
1278,Applicant_1278,Data Scientist,2,"C++, Data Science, Machine Learning, CSS",Master's,Interview,Boston,127667,85
4970,Applicant_4970,Data Analyst,7,"Data Science, Machine Learning, SQL, Tableau, React, Excel",Bachelor's,Not Shortlisted,New York,108750,84
1347,Applicant_1347,Product Manager,10,"Data Science, Machine Learning, Agile, Power BI, Java",PhD,Offer Made,Dallas,144731,72
6444,Applicant_6444,Software Developer,9,"Communication, CSS, Excel",Master's,Interview,New York,104276,88
5355,Applicant_5355,Data Analyst,9,"Cloud Computing, Communication, React",Bachelor's,Not Shortlisted,New York,146560,83
3105,Applicant_3105,UX Designer,4,"C++, Agile, Excel",Master's,Not Shortlisted,Los Angeles,127067,62
2077,Applicant_2077,Data Scientist,5,"JavaScript, Tableau, React, Power BI",Associate's,Rejected,Los Angeles,115377,83
8079,Applicant_8079,Product Manager,1,"Python, React, C++",Bachelor's,Not Shortlisted,San Francisco,67353,95
1639,Applicant_1639,UX Designer,5,"C++, JavaScript, SQL",Master's,Rejected,Boston,145732,62
9996,Applicant_9996,UX Designer,10,"Excel, SQL, CSS, HTML, Cloud Computing",PhD,Under Review,Dallas,127724,71
3421,Applicant_3421,HR Manager,5,"Project Management, C++, Excel, HTML, SQL, AWS, Communication",PhD,Under Review,Boston,92336,84
4775,Applicant_4775,UX Designer,2,"React, Machine Learning, Cloud Computing, Power BI, Docker, Tableau",Associate's,Not Shortlisted,Chicago,137488,60
3693,Applicant_3693,Data Analyst,7,"Angular, Agile, HTML, AWS, Cloud Computing, Power BI, Communication",Master's,Interview,Seattle,110310,67
1821,Applicant_1821,Data Scientist,1,"Docker, Power BI, SQL, Tableau",Bachelor's,Not Shortlisted,New York,114033,77
4467,Applicant_4467,Software Developer,5,"Communication, Project Management, SQL, Deep Learning",Bachelor's,Under Review,New York,136933,50
7993,Applicant_7993,Software Developer,5,"Agile, Python, Angular, Project Management, Tableau",Associate's,Interview,New York,60920,77
6321,Applicant_6321,HR Manager,9,"Git, Excel, Communication, JavaScript",PhD,Not Shortlisted,San Francisco,124133,63
1607,Applicant_1607,Web Developer,8,"Data Science, Excel, Python",Master's,Rejected,San Francisco,90566,77
1168,Applicant_1168,Product Manager,1,"Excel, HTML, Project Management",Associate's,Interview,Boston,136970,56
2564,Applicant_2564,Software Developer,5,"HTML, Data Science, Machine Learning, Project Management, Power BI",Bachelor's,Offer Made,Los Angeles,75445,65
6169,Applicant_6169,HR Manager,4,"Java, Agile, JavaScript, Communication, Docker, SQL, Power BI",Associate's,Offer Made,New York,62852,53
5061,Applicant_5061,Data Analyst,10,"Deep Learning, Java, Agile, C++, SQL, Communication",Master's,Under Review,Los Angeles,102091,88
7182,Applicant_7182,Data Analyst,10,"Machine Learning, Agile, Git, Docker, Angular, SQL, Data Science",PhD,Under Review,New York,91791,55
3513,Applicant_3513,HR Manager,1,"C++, Python, Tableau, Git, Data Science, Machine Learning",Associate's,Not Shortlisted,Austin,56246,91
9558,Applicant_9558,Software Developer,3,"SQL, Data Science, Agile, Communication, Cloud Computing, Excel",Associate's,Rejected,New York,56463,82
6771,Applicant_6771,Software Developer,10,"Tableau, HTML, Java",Bachelor's,Offer Made,Boston,101298,97
1302,Applicant_1302,Software Developer,10,"Agile, Power BI, JavaScript",PhD,Interview,San Francisco,94013,75
3708,Applicant_3708,Product Manager,2,"SQL, CSS, Excel, Tableau, Communication, Docker",Bachelor's,Rejected,Chicago,88138,84
5261,Applicant_5261,Product Manager,10,"Excel, AWS, React, Java, Data Science, CSS, Cloud Computing",Associate's,Under Review,Austin,136644,54
5789,Applicant_5789,Web Developer,6,"JavaScript, Machine Learning, Excel",Master's,Offer Made,San Francisco,95692,79
2576,Applicant_2576,HR Manager,5,"Tableau, Python, Java, Docker",Bachelor's,Rejected,New York,59012,93
8096,Applicant_8096,HR Manager,4,"C++, Agile, Communication, HTML, JavaScript, Deep Learning",Master's,Under Review,Seattle,122081,87
6592,Applicant_6592,Web Developer,9,"Java, Tableau, Project Management",Associate's,Interview,Austin,137789,52
3602,Applicant_3602,UX Designer,2,"Project Management, Data Science, React, Agile",Master's,Not Shortlisted,Los Angeles,68944,88
7894,Applicant_7894,Web Developer,8,"Tableau, Power BI, Agile, Java",Master's,Rejected,Seattle,77056,67
6784,Applicant_6784,Data Scientist,9,"CSS, Cloud Computing, Java, HTML, Power BI, Git, C++",PhD,Interview,Chicago,54613,61
5175,Applicant_5175,Product Manager,1,"Agile, Machine Learning, Excel, Deep Learning",Associate's,Offer Made,Chicago,103713,94
8394,Applicant_8394,HR Manager,4,"Tableau, Excel, AWS, Communication, Agile",Master's,Interview,Boston,105517,94
4860,Applicant_4860,Data Analyst,3,"SQL, React, Docker",PhD,Not Shortlisted,San Francisco,66523,63
1885,Applicant_1885,Web Developer,1,"Angular, Git, Data Science, Java, Deep Learning, Python, Docker",Bachelor's,Under Review,Los Angeles,109594,84
3277,Applicant_3277,Data Scientist,4,"Cloud Computing, Communication, HTML",Associate's,Rejected,Boston,69509,99
1624,Applicant_1624,Data Analyst,5,"SQL, Deep Learning, Tableau, Angular, Communication",Associate's,Not Shortlisted,Los Angeles,87818,62
5402,Applicant_5402,HR Manager,5,"HTML, SQL, Docker, Deep Learning, Python, Java",Master's,Rejected,Seattle,51306,91
1226,Applicant_1226,Web Developer,7,"Git, C++, Docker, SQL",Associate's,Not Shortlisted,New York,116314,81
3947,Applicant_3947,UX Designer,0,"Data Science, Docker, Excel",Master's,Interview,Dallas,83413,55
5872,Applicant_5872,Software Developer,7,"Deep Learning, Machine Learning, Java, JavaScript, Project Management, Agile, Communication",Associate's,Offer Made,Seattle,59432,70
8066,Applicant_8066,Product Manager,1,"Docker, Python, AWS, SQL, Cloud Computing, Tableau, CSS",Bachelor's,Not Shortlisted,Austin,99779,58
8551,Applicant_8551,Product Manager,5,"Communication, JavaScript, Git, Agile, CSS, Data Science",Associate's,Offer Made,New York,113532,72
3131,Applicant_3131,UX Designer,9,"JavaScript, Agile, Python, Machine Learning, CSS, HTML",Master's,Rejected,Boston,62594,77
5330,Applicant_5330,Data Scientist,5,"SQL, Tableau, Cloud Computing, JavaScript, Docker, Deep Learning",PhD,Not Shortlisted,Chicago,116423,55
1873,Applicant_1873,Data Analyst,2,"Angular, Java, Agile, Python, CSS, Deep Learning, Docker",Associate's,Under Review,Austin,81936,53
6511,Applicant_6511,Software Developer,3,"Python, Angular, AWS",Master's,Under Review,Los Angeles,90631,51
7179,Applicant_7179,Software Developer,9,"HTML, Git, C++, Angular, Cloud Computing",Master's,Offer Made,Dallas,101056,71
8864,Applicant_8864,Web Developer,4,"Python, Git, AWS, Docker, Data Science, Machine Learning",Master's,Offer Made,San Francisco,50321,61
7642,Applicant_7642,Software Developer,8,"Agile, CSS, Deep Learning, Tableau",PhD,Rejected,San Francisco,85151,84
4359,Applicant_4359,Software Developer,4,"Data Science, Docker, Communication, Excel, Tableau",Bachelor's,Under Review,Seattle,81860,85
6087,Applicant_6087,UX Designer,4,"Java, SQL, Deep Learning",Master's,Under Review,San Francisco,98923,98
2162,Applicant_2162,Data Scientist,9,"Machine Learning, AWS, Agile, Python",Master's,Interview,San Francisco,68560,95
1258,Applicant_1258,UX Designer,8,"Deep Learning, React, Machine Learning, Power BI, Communication",Master's,Offer Made,New York,131587,82
7304,Applicant_7304,Web Developer,1,"Agile, HTML, Cloud Computing, CSS",Associate's,Under Review,San Francisco,69890,95
4142,Applicant_4142,Software Developer,1,"Tableau, AWS, Communication, Data Science, Excel",Bachelor's,Not Shortlisted,New York,130845,75
8426,Applicant_8426,Product Manager,4,"HTML, SQL, JavaScript",Associate's,Offer Made,Los Angeles,89310,65
4207,Applicant_4207,Data Scientist,4,"Machine Learning, Agile, Excel, Java, Angular, Git, JavaScript",PhD,Interview,San Francisco,120919,67
5670,Applicant_5670,HR Manager,2,"Cloud Computing, Git, Excel, Python",Associate's,Under Review,Boston,61505,51
2350,Applicant_2350,UX Designer,2,"Python, AWS, Agile",PhD,Rejected,Chicago,78101,59
5215,Applicant_5215,Software Developer,5,"React, Tableau, Communication, JavaScript, SQL, Machine Learning, Java",Bachelor's,Under Review,Dallas,83264,59
6755,Applicant_6755,Product Manager,7,"React, AWS, CSS, Java, Excel, Angular, Power BI",Master's,Under Review,New York,54649,63
8796,Applicant_8796,Product Manager,8,"Python, Power BI, React, Git, Excel, Agile",Bachelor's,Rejected,Dallas,89091,82
6415,Applicant_6415,Product Manager,10,"Machine Learning, Data Science, Docker, Deep Learning, Agile",Master's,Offer Made,Chicago,104490,79
4418,Applicant_4418,UX Designer,8,"Angular, Excel, Communication, Tableau, Docker",PhD,Under Review,Seattle,50132,83
8456,Applicant_8456,Product Manager,7,"React, Cloud Computing, JavaScript",Associate's,Under Review,San Francisco,124092,64
3183,Applicant_3183,Web Developer,5,"Java, Machine Learning, HTML, Cloud Computing, Communication, Data Science, Project Management",PhD,Rejected,New York,121802,88
3214,Applicant_3214,Software Developer,7,"Docker, JavaScript, Python, Excel, Cloud Computing, Data Science, Angular",Associate's,Not Shortlisted,New York,144903,57
1151,Applicant_1151,UX Designer,9,"AWS, Deep Learning, Excel, Python, CSS, Data Science, HTML",Master's,Not Shortlisted,Los Angeles,113877,56
6958,Applicant_6958,Data Analyst,6,"Data Science, Project Management, Java, Machine Learning, Communication, Excel, HTML",Associate's,Under Review,Boston,73243,67
1053,Applicant_1053,Data Analyst,2,"Project Management, Machine Learning, SQL, Agile",Master's,Under Review,Los Angeles,55822,57
7914,Applicant_7914,Data Analyst,7,"C++, JavaScript, Deep Learning",Master's,Under Review,Seattle,131219,95
6841,Applicant_6841,Software Developer,5,"Power BI, Data Science, Agile, Java, AWS",PhD,Under Review,Chicago,94400,53
1955,Applicant_1955,UX Designer,3,"Cloud Computing, Java, Deep Learning, Angular, AWS, CSS, Machine Learning",Master's,Rejected,Boston,79324,60
1486,Applicant_1486,Data Scientist,2,"Git, Agile, HTML, CSS, Power BI",PhD,Rejected,Austin,86828,84
6770,Applicant_6770,UX Designer,6,"Python, Angular, Machine Learning, Project Management",Bachelor's,Offer Made,Austin,74851,94
4179,Applicant_4179,Web Developer,0,"Python, Git, HTML, JavaScript, Docker, React, Power BI",Master's,Interview,New York,134817,86
3976,Applicant_3976,UX Designer,7,"Python, SQL, AWS, C++",Associate's,Offer Made,Chicago,74769,99
5648,Applicant_5648,Data Analyst,4,"Java, Python, CSS",PhD,Interview,Boston,88418,65
1479,Applicant_1479,Data Analyst,7,"Project Management, AWS, React, Angular",PhD,Rejected,Los Angeles,80171,88
6134,Applicant_6134,Data Scientist,0,"Tableau, SQL, Java, Excel, AWS, Python, React",PhD,Interview,Austin,135817,71
3472,Applicant_3472,Web Developer,6,"Agile, Communication, Tableau, Data Science, Deep Learning, C++, Project Management",Associate's,Under Review,Dallas,105871,85
9553,Applicant_9553,Data Analyst,4,"Agile, HTML, Deep Learning, Data Science, Python, Excel, Git",Associate's,Rejected,Dallas,128218,86
3157,Applicant_3157,Data Scientist,8,"Cloud Computing, Data Science, Git",PhD,Under Review,Chicago,116387,73
2636,Applicant_2636,Software Developer,0,"AWS, Excel, JavaScript, C++, HTML",Master's,Interview,Dallas,106596,61
7785,Applicant_7785,UX Designer,3,"Git, C++, Excel, Data Science",Associate's,Not Shortlisted,San Francisco,142936,95
7215,Applicant_7215,HR Manager,6,"Tableau, Agile, Machine Learning, CSS, Power BI, Deep Learning",Master's,Interview,Austin,86420,89
6806,Applicant_6806,Product Manager,6,"Java, CSS, C++, Data Science, Git, HTML, Communication",Associate's,Interview,Seattle,92678,99
8768,Applicant_8768,Data Analyst,10,"React, Project Management, SQL, Git",Associate's,Offer Made,Seattle,93818,61
4585,Applicant_4585,Data Scientist,5,"Angular, JavaScript, Data Science, Java",Bachelor's,Rejected,Los Angeles,139274,62
9591,Applicant_9591,HR Manager,6,"Communication, SQL, Machine Learning",Associate's,Under Review,Chicago,138872,70
5579,Applicant_5579,Data Analyst,4,"Agile, Cloud Computing, CSS, Angular",Associate's,Offer Made,Austin,55256,86
1270,Applicant_1270,Data Scientist,3,"Power BI, Communication, CSS, React, Docker, Excel, JavaScript",Master's,Interview,Los Angeles,116189,82
3542,Applicant_3542,Web Developer,8,"Excel, Java, Tableau, Docker, HTML, React",Bachelor's,Offer Made,Dallas,73118,67
7575,Applicant_7575,Web Developer,5,"Cloud Computing, SQL, Machine Learning",Master's,Under Review,Austin,84533,56
4982,Applicant_4982,Product Manager,6,"Project Management, JavaScript, Data Science, CSS, Cloud Computing, C++, Docker",Associate's,Offer Made,Boston,57932,57
8037,Applicant_8037,HR Manager,6,"Data Science, Git, HTML, Excel, React, C++",Master's,Under Review,Chicago,89591,95
6034,Applicant_6034,HR Manager,8,"JavaScript, Data Science, HTML, Angular, CSS, Git",Associate's,Interview,Boston,53279,74
1276,Applicant_1276,HR Manager,5,"Python, HTML, Data Science, CSS, Project Management",Master's,Interview,Seattle,94038,91
4158,Applicant_4158,Data Scientist,2,"Data Science, Tableau, Docker, Java, JavaScript, SQL, HTML",PhD,Offer Made,Chicago,78909,91
1241,Applicant_1241,HR Manager,9,"Agile, Java, AWS",Master's,Interview,Seattle,82397,91
3065,Applicant_3065,UX Designer,10,"SQL, Docker, JavaScript, Angular, Cloud Computing",PhD,Offer Made,Chicago,135303,53
9760,Applicant_9760,HR Manager,3,"Excel, Deep Learning, Data Science, C++, Python",Master's,Under Review,New York,66620,93
8286,Applicant_8286,UX Designer,5,"Project Management, Agile, C++, Angular",PhD,Offer Made,Chicago,86773,50
6865,Applicant_6865,HR Manager,9,"Excel, Machine Learning, C++",PhD,Offer Made,Boston,79329,93
5836,Applicant_5836,Software Developer,0,"Excel, AWS, Python, Cloud Computing",Master's,Rejected,Boston,95296,74
4673,Applicant_4673,HR Manager,0,"Docker, Power BI, Machine Learning",PhD,Offer Made,Chicago,69006,53
9426,Applicant_9426,UX Designer,10,"AWS, Angular, HTML, Cloud Computing, Machine Learning, Agile, Communication",Associate's,Not Shortlisted,New York,107415,95
6627,Applicant_6627,Data Scientist,10,"Tableau, JavaScript, Cloud Computing",PhD,Under Review,San Francisco,83253,75
9452,Applicant_9452,UX Designer,7,"React, AWS, Java",Bachelor's,Interview,Chicago,83164,65
5116,Applicant_5116,Web Developer,5,"Java, Data Science, Communication, Git, Power BI, C++",Associate's,Interview,Boston,66720,59
4788,Applicant_4788,Data Scientist,8,"JavaScript, Data Science, Cloud Computing, SQL",Master's,Under Review,Seattle,60645,69
2847,Applicant_2847,Data Scientist,0,"Deep Learning, Power BI, Agile, Data Science, Communication, Docker, Tableau",Bachelor's,Under Review,Los Angeles,147996,88
3377,Applicant_3377,UX Designer,6,"HTML, Python, Java",Bachelor's,Not Shortlisted,Boston,116384,57
4829,Applicant_4829,Web Developer,6,"Angular, Python, Machine Learning, JavaScript",Master's,Offer Made,San Francisco,142501,50
3830,Applicant_3830,Web Developer,9,"Tableau, CSS, Java",Bachelor's,Under Review,San Francisco,74378,81
6815,Applicant_6815,Web Developer,4,"Angular, Deep Learning, Excel, Tableau, Cloud Computing",Master's,Not Shortlisted,New York,96306,67
9297,Applicant_9297,HR Manager,5,"Deep Learning, Java, Project Management, Python",Associate's,Under Review,San Francisco,71725,51
4378,Applicant_4378,Data Analyst,5,"Machine Learning, Docker, Cloud Computing",PhD,Not Shortlisted,Dallas,112136,83
8314,Applicant_8314,Product Manager,6,"Java, JavaScript, Project Management, Communication, Tableau, Excel",Bachelor's,Under Review,San Francisco,113356,53
9915,Applicant_9915,Software Developer,5,"Agile, Docker, Python, Project Management, JavaScript",Bachelor's,Under Review,Austin,53970,96
7013,Applicant_7013,Data Scientist,8,"Python, Git, SQL, Angular, JavaScript, Java, Data Science",Associate's,Rejected,Austin,107062,89
8597,Applicant_8597,Data Scientist,9,"CSS, Excel, Java",PhD,Offer Made,New York,140335,57
2244,Applicant_2244,Data Analyst,2,"JavaScript, Data Science, Agile, Project Management, HTML, CSS",Bachelor's,Rejected,Austin,124388,80
6008,Applicant_6008,Product Manager,7,"Power BI, Angular, Communication, Cloud Computing, Data Science, HTML, Excel",Associate's,Rejected,Chicago,140205,79
3807,Applicant_3807,Web Developer,4,"SQL, AWS, Deep Learning, Git, Power BI",Master's,Interview,New York,125000,74
3279,Applicant_3279,Data Scientist,7,"Tableau, React, JavaScript, Agile, Deep Learning, SQL, Communication",PhD,Interview,Austin,104982,96
9978,Applicant_9978,Web Developer,0,"Python, SQL, Java, Git",PhD,Rejected,Chicago,147719,65
3658,Applicant_3658,Web Developer,6,"Machine Learning, Excel, Deep Learning, Java, AWS, SQL",Master's,Under Review,Chicago,146195,58
9011,Applicant_9011,Software Developer,4,"React, Docker, Angular, Communication, HTML",PhD,Not Shortlisted,Chicago,50231,86
3492,Applicant_3492,Data Analyst,2,"Excel, Python, React, C++",Associate's,Offer Made,New York,112378,65
6942,Applicant_6942,HR Manager,1,"Machine Learning, Tableau, Java, Data Science, JavaScript",Bachelor's,Offer Made,Austin,54486,93
3156,Applicant_3156,HR Manager,10,"JavaScript, Python, Docker, Project Management",Bachelor's,Under Review,Seattle,66015,80
8534,Applicant_8534,Web Developer,9,"Java, HTML, Excel, CSS",PhD,Under Review,Seattle,113728,65
